Date,Team,Notes,Year injured,Injured,Player
2/3/2019,Spurs,right heel injury (DTD),2019,1,Derrick White
2/3/2019,Thunder,illness (DTD),2019,1,Abdel Nader
2/4/2019,Bucks,returned to lineup,2019,1,Eric Bledsoe
2/4/2019,Nets,right hip injury (DTD),2019,1,Joe Harris
2/4/2019,Nuggets,sore right ankle (DTD),2019,1,Paul Millsap
2/4/2019,Spurs,returned to lineup,2019,1,Dante Cunningham
2/5/2019,Blazers,returned to lineup,2019,1,Jusuf Nurkic
2/5/2019,Celtics,sore right knee (DTD),2019,1,Marcus Morris
2/5/2019,Grizzlies,right heel injury (DTD),2019,1,Joakim Noah
2/5/2019,Grizzlies,hand injury (DTD),2019,1,Marc Gasol
2/5/2019,Lakers,left knee injury (DTD),2019,1,Josh Hart
2/5/2019,Thunder,returned to lineup,2019,1,Abdel Nader
2/6/2019,Nets,returned to lineup,2019,1,Joe Harris
2/6/2019,Suns,right hamstring injury (DTD),2019,1,Devin Booker
2/7/2019,Celtics,returned to lineup,2019,1,Marcus Morris
2/7/2019,Lakers,returned to lineup,2019,1,Josh Hart
2/7/2019,Raptors,sore left knee (DTD),2019,1,Kawhi Leonard
2/8/2019,Timberwolves,right big toe injury (DTD),2019,1,Jerryd Bayless
2/8/2019,Timberwolves,returned to lineup,2019,1,Jeff Teague
2/8/2019,Mavericks,illness (DTD),2019,1,Kostas Antetokounmpo
2/9/2019,Grizzlies,ankle injury (DTD),2019,1,Yuta Watanabe
2/9/2019,Grizzlies,returned to lineup,2019,1,Joakim Noah
2/9/2019,Pelicans,returned to lineup,2019,1,E'Twaun Moore
2/9/2019,Raptors,returned to lineup,2019,1,Kawhi Leonard
2/9/2019,Spurs,sprained left ankle (DTD),2019,1,Rudy Gay
2/9/2019,Mavericks,returned to lineup,2019,1,Kostas Antetokounmpo
2/10/2019,Suns,returned to lineup,2019,1,Devin Booker
2/10/2019,Thunder,sprained right ankle (DTD),2019,1,Jerami Grant
2/10/2019,Warriors,pelvic injury (DTD),2019,1,Jacob Evans
2/11/2019,Lakers,right knee tendinitis (DTD),2019,1,Josh Hart
2/11/2019,Rockets,right calf injury (DTD),2019,1,Nene Hilario 
2/11/2019,Timberwolves,returned to lineup,2019,1,Jerryd Bayless
2/12/2019,Grizzlies,illness (DTD),2019,1,Mike Conley Jr.
2/12/2019,Lakers,right big toe injury (DTD),2019,1,Tyson Chandler
2/12/2019,Rockets,sore right elbow (DTD),2019,1,Austin Rivers
2/13/2019,Grizzlies,returned to lineup,2019,1,Mike Conley Jr.
2/13/2019,Nets,sprained left elbow (DTD),2019,1,Rodions Kurucs
2/13/2019,Rockets,returned to lineup,2019,1,Nene Hilario 
2/13/2019,Celtics,returned to lineup,2019,1,Robert Williams III
2/20/2019,76ers,sore left knee (DTD),2019,1,Joel Embiid
2/20/2019,Rockets,sore right knee (DTD),2019,1,Iman Shumpert
2/21/2019,Lakers,returned to lineup,2019,1,Tyson Chandler
2/21/2019,Nets,returned to lineup,2019,1,Rodions Kurucs
2/21/2019,Nuggets,strained left hamstring (DTD),2019,1,Trey Lyles
2/21/2019,Rockets,returned to lineup,2019,1,Austin Rivers
2/22/2019,Blazers,sore left knee (DTD),2019,1,Evan Turner
2/23/2019,Warriors,returned to lineup,2019,1,Shaun Livingston
2/24/2019,Bucks,strained left groin (DTD),2019,1,George Hill
2/25/2019,Grizzlies,right hip injury (DTD),2019,1,C.J. Miles
2/25/2019,Heat,illness (DTD),2019,1,Derrick Jones Jr.
2/25/2019,Heat,bruised right knee (DTD),2019,1,Rodney McGruder
2/25/2019,Spurs,returned to lineup,2019,1,Derrick White
2/25/2019,Timberwolves,sore left knee (DTD),2019,1,Jeff Teague
2/25/2019,Pacers,bruised left foot (DTD),2019,1,Alize Johnson
2/26/2019,76ers,right knee injury (DTD),2019,1,Boban Marjanovic
2/26/2019,Celtics,illness (DTD),2019,1,Brad Wanamaker
2/26/2019,Pacers,sprained left ankle (DTD),2019,1,Domas Sabonis
2/27/2019,Celtics,returned to lineup,2019,1,Brad Wanamaker
2/27/2019,Grizzlies,right heel injury (DTD),2019,1,Ivan Rabb
2/27/2019,Grizzlies,returned to lineup,2019,1,C.J. Miles
2/27/2019,Heat,strained left hip (DTD),2019,1,Hassan Whiteside
2/27/2019,Heat,returned to lineup,2019,1,Derrick Jones Jr.
2/27/2019,Heat,returned to lineup,2019,1,Rodney McGruder
2/27/2019,Pacers,food poisoning (DTD),2019,1,Tyreke Evans
2/28/2019,Kings,sprained left knee (DTD),2019,1,Marvin Bagley III
2/28/2019,Lakers,sprained toe (DTD),2019,1,Lance Stephenson
2/28/2019,Rockets,sore right knee (DTD),2019,1,Eric Gordon
2/28/2019,Rockets,right calf injury (DTD),2019,1,Iman Shumpert
2/28/2019,Rockets,bruised left hip / strained adductor in left hip (DTD),2019,1,Kenneth Faried
2/28/2019,Thunder,sore right shoulder (DTD),2019,1,Paul George
3/1/2019,Cavaliers,concussion (DTD),2019,1,Ante Zizic
3/2/2019,76ers,back injury (DTD),2019,1,Amir Johnson
3/2/2019,Bucks,sore back (DTD),2019,1,Eric Bledsoe
3/2/2019,Grizzlies,returned to lineup,2019,1,Ivan Rabb
3/2/2019,Heat,strained left calf (DTD),2019,1,Goran Dragic
3/2/2019,Pacers,returned to lineup,2019,1,Tyreke Evans
3/2/2019,Warriors,pelvic injury (DTD),2019,1,Kevon Looney
3/2/2019,Warriors,sore right knee (DTD),2019,1,Klay Thompson
3/3/2019,Grizzlies,general soreness (DTD),2019,1,Mike Conley Jr.
3/3/2019,Rockets,returned to lineup,2019,1,Eric Gordon
3/4/2019,Lakers,sore right shoulder (out for season),2019,1,Brandon Ingram
3/4/2019,Mavericks,hip flexor injury (DTD),2019,1,Kostas Antetokounmpo
3/5/2019,76ers,illness (DTD),2019,1,Jonah Bolden
3/5/2019,Lakers,sprained right ankle (DTD),2019,1,Kyle Kuzma
3/5/2019,Thunder,returned to lineup,2019,1,Paul George
3/5/2019,Warriors,neck spasms (DTD),2019,1,Shaun Livingston
3/5/2019,Pacers,bruised left knee (DTD),2019,1,Edmond Sumner
3/6/2019,76ers,returned to lineup,2019,1,Jonah Bolden
3/6/2019,Jazz,back spasms (DTD),2019,1,Ekpe Udoh
3/6/2019,Pistons,right knee injury (DTD),2019,1,Jon Leuer
3/7/2019,Cavaliers,concussion (out for season),2019,1,Matthew Dellavedova
3/7/2019,Pelicans,bruised left quadricep (out for season),2019,1,E'Twaun Moore
3/7/2019,Pelicans,strained lower abdominal (out for season),2019,1,Jrue Holiday
3/8/2019,Jazz,returned to lineup,2019,1,Ekpe Udoh
3/8/2019,Magic,right knee injury (DTD),2019,1,Isaiah Briscoe
3/8/2019,Pelicans,lower back spasms (DTD),2019,1,Anthony Davis
3/8/2019,Rockets,returned to lineup,2019,1,Iman Shumpert
3/8/2019,Pistons,right Achilles injury (DTD),2019,1,Zaza Pachulia
3/9/2019,Knicks,bruised right hip (DTD),2019,1,Noah Vonleh
3/9/2019,Timberwolves,bruised left quadricep (DTD),2019,1,Andrew Wiggins
3/10/2019,Bulls,right knee injury (DTD),2019,1,Zach LaVine
3/10/2019,Cavaliers,rib injury (DTD),2019,1,Larry Nance Jr.
3/10/2019,Knicks,returned to lineup,2019,1,Noah Vonleh
3/10/2019,Pacers,returned to lineup,2019,1,Alize Johnson
3/10/2019,Pistons,returned to lineup,2019,1,Jon Leuer
3/11/2019,Hornets,sore left knee (out for season),2019,1,Cody Zeller
3/11/2019,Hornets,right eye injury (DTD),2019,1,Nicolas Batum
3/11/2019,Magic,surgery on right knee (out indefinitely),2019,1,Isaiah Briscoe
3/11/2019,Pistons,returned to lineup,2019,1,Zaza Pachulia
3/11/2019,Rockets,right Achilles injury (DTD),2019,1,Isaiah Hartenstein
3/11/2019,Rockets,returned to lineup,2019,1,Kenneth Faried
3/12/2019,Clippers,sore left ankle (DTD),2019,1,Danilo Gallinari
3/12/2019,Nets,hyperextended left knee (DTD),2019,1,DeMarre Carroll
3/12/2019,Timberwolves,sore right elbow (out for season),2019,1,Derrick Rose
3/12/2019,Warriors,sprained right ankle (DTD),2019,1,Kevin Durant
3/13/2019,Thunder,sore neck (DTD),2019,1,Markieff Morris
3/13/2019,Wizards,sore lower back (DTD),2019,1,Sam Dekker
3/14/2019,Jazz,left hamstring injury (DTD),2019,1,Thabo Sefolosha
3/14/2019,Thunder,returned to lineup,2019,1,Markieff Morris
3/15/2019,Bucks,heel injury (out for season),2019,1,Donte DiVincenzo
3/15/2019,Bucks,returned to lineup,2019,1,George Hill
3/15/2019,Clippers,returned to lineup,2019,1,Danilo Gallinari
3/15/2019,Hornets,returned to lineup,2019,1,Nicolas Batum
3/15/2019,Jazz,right knee injury (out for season),2019,1,Dante Exum
3/15/2019,Nets,sore right knee (out for season),2019,1,Allen Crabbe
3/15/2019,Suns,sore right knee (DTD),2019,1,Tyler Johnson
3/16/2019,Bucks,right foot injury (DTD),2019,1,Malcolm Brogdon
3/16/2019,Suns,strained right quadriceps (DTD),2019,1,Richaun Holmes
3/17/2019,Blazers,left knee injury (DTD),2019,1,C.J. McCollum
3/18/2019,Cavaliers,bruised lower back (DTD),2019,1,Kevin Love
3/18/2019,Thunder,bruised left quadricep (DTD),2019,1,Nerlens Noel
3/19/2019,Bucks,illness (DTD),2019,1,Ersan Ilyasova
3/19/2019,Bucks,sprained right ankle (DTD),2019,1,Giannis Antetokounmpo
3/19/2019,Grizzlies,left foot injury (out for season),2019,1,C.J. Miles
3/20/2019,Bucks,left groin injury (DTD),2019,1,George Hill
3/20/2019,Bucks,returned to lineup,2019,1,Ersan Ilyasova
3/20/2019,Bulls,bruised right thigh (out for season),2019,1,Zach LaVine
3/20/2019,Cavaliers,returned to lineup,2019,1,Kevin Love
3/20/2019,Cavaliers,returned to lineup,2019,1,Larry Nance Jr.
3/20/2019,Grizzlies,right shin injury (DTD),2019,1,Avery Bradley
3/20/2019,Hornets,concussion (DTD),2019,1,Michael Kidd-Gilchrist
3/20/2019,Knicks,illness (DTD),2019,1,Kadeem Allen
3/20/2019,Rockets,sore left knee (DTD),2019,1,Kenneth Faried
3/20/2019,Thunder,returned to lineup,2019,1,Nerlens Noel
3/21/2019,Timberwolves,strained left calf (DTD),2019,1,Taj Gibson
3/21/2019,Wizards,strained left groin (DTD),2019,1,Trevor Ariza
3/22/2019,Bucks,returned to lineup,2019,1,Giannis Antetokounmpo
3/22/2019,Celtics,sore left knee (DTD),2019,1,Al Horford
3/22/2019,Celtics,sprained left ankle (DTD),2019,1,Aron Baynes
3/22/2019,Grizzlies,sore right knee (DTD),2019,1,Joakim Noah
3/22/2019,Knicks,returned to lineup,2019,1,Kadeem Allen
3/23/2019,Bulls,toe injury (out for season),2019,1,Chandler Hutchison
3/24/2019,Rockets,strained left adductor (DTD),2019,1,Gerald Green 
3/24/2019,Lakers,sore right ankle (DTD),2019,1,Mike Muscala
3/25/2019,Bucks,sprained left ankle (DTD),2019,1,Tony Snell
3/25/2019,Grizzlies,left thigh injury (DTD),2019,1,Mike Conley Jr.
3/25/2019,Magic,bruised lower back (DTD),2019,1,Melvin Frazier Jr.
3/26/2019,Blazers,fractured lower left leg (out for season),2019,1,Jusuf Nurkic
3/26/2019,Bulls,strained back (out for season),2019,1,Kris Dunn
3/26/2019,Hawks,surgery on left knee (out for season),2019,1,Miles Plumlee
3/26/2019,Lakers,illness (DTD),2019,1,Tyson Chandler
3/26/2019,Pelicans,lower back spasms (out for season),2019,1,Anthony Davis
3/27/2019,Knicks,groin injury (out for season),2019,1,Frank Ntilikina
3/27/2019,Pelicans,concussion (out for season),2019,1,Frank Jackson
3/27/2019,Wizards,strained left groin (out for season),2019,1,Trevor Ariza
3/27/2019,Wizards,hip injury (DTD),2019,1,Devin Robinson
3/28/2019,Clippers,surgery on left knee (out for season),2019,1,Luc Mbah a Moute
3/28/2019,Heat,bruised left heel (DTD),2019,1,Josh Richardson
3/28/2019,Jazz,surgery on right knee (out for season),2019,1,Dante Exum
3/28/2019,Lakers,surgery on right knee (out for season),2019,1,Josh Hart
3/29/2019,Kings,illness (DTD),2019,1,Nemanja Bjelica
3/29/2019,Lakers,returned to lineup,2019,1,Mike Muscala
3/29/2019,Pelicans,strained left adductor (out for season),2019,1,Darius Miller
3/30/2019,Cavaliers,sore left shoulder (DTD),2019,1,Kevin Love
3/30/2019,Hawks,sore left ankle (out for season),2019,1,Dewayne Dedmon
3/30/2019,Lakers,left groin injury (out for season),2019,1,LeBron James
3/30/2019,Mavericks,bruised right thigh (DTD),2019,1,Luka Doncic
3/30/2019,Pistons,sore left knee (DTD),2019,1,Blake Griffin
3/31/2019,Bucks,left groin injury (DTD),2019,1,Khris Middleton
3/31/2019,Grizzlies,sore left ankle (out for season),2019,1,Mike Conley Jr.
3/31/2019,Jazz,back spasms (DTD),2019,1,Derrick Favors
3/31/2019,Lakers,left foot injury (out for season),2019,1,Kyle Kuzma
3/31/2019,Lakers,returned to lineup,2019,1,Reggie Bullock
3/31/2019,Suns,sprained left ankle (out for season),2019,1,Deandre Ayton
4/1/2019,Bucks,sore back (DTD),2019,1,Ersan Ilyasova
4/1/2019,Grizzlies,sprained right ankle (out for season),2019,1,Jonas Valanciunas
4/1/2019,Pacers,sore left foot (DTD),2019,1,Alize Johnson
4/1/2019,Knicks,sore left hip (DTD),2019,1,Isaiah Hicks
4/2/2019,Heat,right knee injury (DTD),2019,1,Derrick Jones Jr.
4/2/2019,Knicks,concussion (out for season),2019,1,Kadeem Allen
4/3/2019,Rockets,returned to lineup,2019,1,Gerald Green 
4/4/2019,Bucks,returned to lineup,2019,1,Khris Middleton
4/4/2019,Heat,strained left hip (out for season),2019,1,Josh Richardson
4/4/2019,Lakers,stiff neck (out for season),2019,1,Reggie Bullock
4/4/2019,Nets,surgery on right knee (out for season),2019,1,Allen Crabbe
4/4/2019,Suns,sprained left ankle (out for season),2019,1,Devin Booker
4/4/2019,Suns,surgery on right knee (out for season),2019,1,Tyler Johnson
4/4/2019,Wizards,sprained left knee (out for season),2019,1,Jabari Parker
4/5/2019,Blazers,sore left tibia (DTD),2019,1,Seth Curry
4/5/2019,Knicks,sore left shoulder (out for season),2019,1,Emmanuel Mudiay
4/5/2019,Pelicans,left ankle injury (out for season),2019,1,Stanley Johnson
4/5/2019,Pistons,fractured left index finger (out for season),2019,1,Svi Mykhailiuk
4/5/2019,Suns,sprained left ankle (out for season),2019,1,Richaun Holmes
4/5/2019,Wizards,returned to lineup,2019,1,Devin Robinson
4/6/2019,Bucks,left calf injury (DTD),2019,1,Giannis Antetokounmpo
4/6/2019,Jazz,bruised left quadricep (DTD),2019,1,Ricky Rubio
4/6/2019,Mavericks,bruised right knee (DTD),2019,1,Maxi Kleber
4/7/2019,Blazers,returned to lineup,2019,1,Seth Curry
4/7/2019,Cavaliers,bruised lower back (DTD),2019,1,Nik Stauskas
4/7/2019,Lakers,sore left foot (out for season),2019,1,Lance Stephenson
4/7/2019,Mavericks,sore left knee (DTD),2019,1,Kostas Antetokounmpo
4/7/2019,Timberwolves,right ankle injury (DTD),2019,1,Jerryd Bayless
4/7/2019,Wizards,left Achilles injury (out for season),2019,1,Jordan McRae
4/8/2019,76ers,back injury (DTD),2019,1,J.J. Redick
4/8/2019,Celtics,sore left ankle (DTD),2019,1,Aron Baynes
4/8/2019,Celtics,sore left ankle (DTD),2019,1,Gordon Hayward
4/8/2019,Celtics,bruised left shin (DTD),2019,1,Jayson Tatum
4/8/2019,Celtics,bruised right knee (DTD),2019,1,Kyrie Irving
4/8/2019,Celtics,right knee injury (DTD),2019,1,Marcus Morris
4/8/2019,Celtics,torn left oblique (out indefinitely),2019,1,Marcus Smart
4/9/2019,Cavaliers,returned to lineup,2019,1,Nik Stauskas
4/9/2019,Knicks,illness (DTD),2019,1,Mario Hezonja
4/9/2019,Magic,concussion (DTD),2019,1,Jonathan Isaac
4/9/2019,Nets,sprained right wrist (DTD),2019,1,DeMarre Carroll
4/9/2019,Pacers,toe injury (DTD),2019,1,Wes Matthews Jr.
4/9/2019,Timberwolves,right knee inflammation (out for season),2019,1,Karl-Anthony Towns
4/10/2019,76ers,sore left knee (out for season),2019,1,Jonah Bolden
4/10/2019,Grizzlies,sore left knee (out for season),2019,1,Chandler Parsons
4/10/2019,Knicks,returned to lineup,2019,1,Mario Hezonja
4/10/2019,Magic,stomach virus (DTD),2019,1,Nikola Vucevic
4/10/2019,Mavericks,left thigh injury (out for season),2019,1,Luka Doncic
4/10/2019,Pacers,sore left hand (DTD),2019,1,Bojan Bogdanovic
4/10/2019,Pacers,right hand injury (DTD),2019,1,Thaddeus Young
4/10/2019,Timberwolves,strained left calf (out for season),2019,1,Taj Gibson
4/12/2019,Magic,returned to lineup,2019,1,Nikola Vucevic
4/12/2019,Raptors,appendectomy (out indefinitely),2019,1,O.G. Anunoby
4/13/2019,Celtics,returned to lineup,2019,1,Jayson Tatum
4/14/2019,Pacers,returned to lineup,2019,1,Bojan Bogdanovic
4/14/2019,Pacers,returned to lineup,2019,1,Thaddeus Young
4/14/2019,Thunder,sore right elbow (out for season),2019,1,Hamidou Diallo
4/16/2019,Warriors,torn left quadriceps (out indefinitely),2019,1,DeMarcus Cousins
4/17/2019,Thunder,surgery on right elbow (out for season),2019,1,Hamidou Diallo
4/18/2019,Raptors,back spasms (DTD),2019,1,Chris Boucher
4/19/2019,Nets,right ankle injury (DTD),2019,1,Ed Davis 
4/20/2019,Bucks,returned to lineup,2019,1,Tony Snell
4/26/2019,76ers,right foot injury (DTD),2019,1,Mike Scott
5/4/2019,Rockets,toe injury (DTD),2019,1,Danuel House
5/8/2019,Bucks,sprained left ankle (DTD),2019,1,D.J. Wilson
5/8/2019,Bucks,returned to lineup,2019,1,Malcolm Brogdon
5/9/2019,Warriors,strained right calf (DTD),2019,1,Kevin Durant
5/10/2019,Bucks,surgery on left foot (out for season),2019,1,Pau Gasol
5/10/2019,Rockets,returned to lineup,2019,1,Danuel House
5/19/2019,Bucks,sore left ankle (DTD),2019,1,D.J. Wilson
6/3/2019,Warriors,fractured collarbone (out indefinitely),2019,1,Kevon Looney
6/5/2019,Warriors,strained left hamstring (DTD),2019,1,Klay Thompson
6/12/2019,Warriors,torn right Achilles tendon (out for season),2019,1,Kevin Durant
6/14/2019,Warriors,torn ACL in left knee (out for season),2019,1,Klay Thompson
7/3/2019,Warriors,surgery on left knee to repair torn ACL (out indefinitely),2019,1,Klay Thompson
10/11/2019,Bucks,rib injury (out indefinitely),2019,1,Eric Bledsoe
10/13/2019,Rockets,left foot injury (out indefinitely),2019,1,Gerald Green 
10/17/2019,Cavaliers,left foot injury (out indefinitely),2019,1,Ante Zizic
10/18/2019,Pelicans,torn meniscus in right knee (out indefinitely),2019,1,Zion Williamson
10/21/2019,Clippers,sprained right ankle (DTD),2019,1,Amir Coffey
10/21/2019,Clippers,sprained right ankle (DTD),2019,1,Rodney McGruder
10/21/2019,Lakers,stress reaction in left ankle/foot (out indefinitely),2019,1,Kyle Kuzma
10/21/2019,Pelicans,right Achilles injury (DTD),2019,1,Darius Miller
10/21/2019,Pelicans,surgery on right knee to repair torn meniscus (out indefinitely),2019,1,Zion Williamson
10/22/2019,Blazers,left foot injury (DTD),2019,1,Pau Gasol
10/22/2019,Bulls,strained left hamstring (DTD),2019,1,Chandler Hutchison
10/22/2019,Celtics,sore right knee (DTD),2019,1,Romeo Langford
10/22/2019,Celtics,concussion (DTD),2019,1,Tacko Fall
10/22/2019,Heat,sprained left wrist (DTD),2019,1,Udonis Haslem
10/22/2019,Jazz,right knee injury (DTD),2019,1,Dante Exum
10/22/2019,Kings,sore left knee (DTD),2019,1,Harry Giles
10/22/2019,Knicks,sore right knee (DTD),2019,1,Kadeem Allen
10/22/2019,Mavericks,strained left hamstring (DTD),2019,1,Dwight Powell
10/22/2019,Pistons,left hamstring injury (out indefinitely),2019,1,Blake Griffin
10/22/2019,Pistons,concussion (DTD),2019,1,Sekou Doumbouya
10/22/2019,Suns,sprained right ankle (out indefinitely),2019,1,Ty Jerome
10/22/2019,Thunder,left knee injury (out indefinitely),2019,1,Andre Roberson
10/22/2019,Wizards,left foot injury (DTD),2019,1,C.J. Miles
10/22/2019,Wizards,strained left calf (DTD),2019,1,Troy Brown Jr.
10/23/2019,Bulls,strained left hamstring (DTD),2019,1,Shaquille Harrison
10/23/2019,Cavaliers,stress reaction in left leg (out for season),2019,1,Dylan Windler
10/23/2019,Hawks,right knee injury (out indefinitely),2019,1,Allen Crabbe
10/23/2019,Hawks,knee injury (DTD),2019,1,Chandler Parsons
10/23/2019,Nuggets,left foot injury (DTD),2019,1,Bol Bol
10/23/2019,Rockets,sprained right ankle (DTD),2019,1,Michael Frazier II
10/23/2019,Rockets,adductor injury (out indefinitely),2019,1,Nene Hilario 
10/23/2019,Wizards,left thumb injury (DTD),2019,1,Isaiah Thomas
10/24/2019,Celtics,bruised left knee (DTD),2019,1,Enes Kanter
10/24/2019,Hornets,fractured finger (DTD),2019,1,Nicolas Batum
10/24/2019,Kings,fractured right thumb (out indefinitely),2019,1,Marvin Bagley III
10/24/2019,Warriors,sprained right ankle (DTD),2019,1,Alen Smailagic
10/24/2019,Wizards,fractured finger (out indefinitely),2019,1,Jordan McRae
10/25/2019,Bulls,returned to lineup,2019,1,Shaquille Harrison
10/26/2019,Wizards,returned to lineup,2019,1,Isaiah Thomas
10/27/2019,Cavaliers,strained right hamstring (out indefinitely),2019,1,John Henson
10/28/2019,Hornets,migraine headache (DTD),2019,1,Michael Kidd-Gilchrist
10/28/2019,Pelicans,sore right knee (DTD),2019,1,Derrick Favors
10/29/2019,76ers,left knee injury (DTD),2019,1,Shake Milton
10/29/2019,Heat,returned to lineup,2019,1,Udonis Haslem
10/29/2019,Knicks,strained right hamstring (DTD),2019,1,Elfrid Payton
10/30/2019,76ers,gastroenteritis (DTD),2019,1,Trey Burke
10/30/2019,Hornets,returned to lineup,2019,1,Michael Kidd-Gilchrist
10/31/2019,Heat,back injury (DTD),2019,1,Justise Winslow
10/31/2019,Pacers,sprained right ankle (out indefinitely),2019,1,Myles Turner
10/31/2019,Warriors,fractured left hand (out indefinitely),2019,1,Stephen Curry
10/31/2019,Clippers,returned to lineup,2019,1,Amir Coffey
11/1/2019,Raptors,left knee injury (out indefinitely),2019,1,Patrick McCaw
11/2/2019,76ers,returned to lineup,2019,1,Trey Burke
11/2/2019,Blazers,left knee injury (DTD),2019,1,Hassan Whiteside
11/2/2019,Blazers,surgery on left shoulder (out indefinitely),2019,1,Zach Collins
11/2/2019,Jazz,fractured fibula in left leg (out indefinitely),2019,1,Ed Davis 
11/2/2019,Jazz,left hamstring injury (DTD),2019,1,Emmanuel Mudiay
11/2/2019,Pistons,right hamstring injury (DTD),2019,1,Derrick Rose
11/2/2019,Warriors,sprained right ankle (DTD),2019,1,D'Angelo Russell
11/2/2019,Warriors,left index finger injury (DTD),2019,1,Draymond Green
11/3/2019,Grizzlies,sore left ankle (DTD),2019,1,Grayson Allen
11/4/2019,Blazers,returned to lineup,2019,1,Hassan Whiteside
11/4/2019,Pelicans,returned to lineup,2019,1,Derrick Favors
11/5/2019,Heat,returned to lineup,2019,1,Justise Winslow
11/5/2019,Lakers,right leg injury (DTD),2019,1,Avery Bradley
